date,posDCR,powDCR,dectres,value,powUSD,posUSD
2019-05-14,1383.48,2767.64,0.0,461.14,78437.84,39209.29
2019-05-15,1448.45,2897.71,0.0,482.81,97237.53,48605.18
2019-05-16,1588.9,3178.48,0.0,529.63,97859.65,48919.36
2019-05-17,1558.88,3118.56,0.0,519.62,89489.5,44733.27
2019-05-18,1419.51,2839.51,0.0,473.17,82521.8,41253.78
2019-05-19,1473.11,2946.94,0.0,491.03,89053.26,44515.75
2019-05-20,1476.33,2953.33,0.0,492.11,87163.4,43571.81
2019-05-21,1616.78,3234.12,0.0,538.92,95861.77,47922.58
2019-05-22,1531.01,3062.54,0.0,510.33,86071.54,43028.47
2019-05-23,1453.81,2908.16,0.0,484.6,80531.01,40258.03
2019-05-24,1463.46,2928.9,0.0,487.82,81393.36,40669.17
2019-05-25,1593.19,3186.89,0.0,531.06,89763.47,44874.55
2019-05-26,1606.06,3212.6,0.0,535.35,91352.57,45669.46
2019-05-27,1372.33,2745.3,0.0,457.44,80316.35,40148.82
2019-05-28,1460.25,2921.06,0.0,486.75,82233.61,41108.92
2019-05-29,1618.92,3238.32,0.0,539.64,92022.49,46004.43
2019-05-30,1399.14,2798.91,0.0,466.38,77067.14,38524.9
2019-05-31,1524.58,3049.84,0.0,508.19,85749.31,42865.09
2019-06-01,1587.83,3176.14,0.0,529.27,89769.91,44878.17
2019-06-02,1532.08,3064.61,0.0,510.69,89129.15,44558.03
2019-06-03,1459.18,2918.84,0.0,486.39,78358.42,39172.77
2019-06-04,1392.6,2785.65,0.0,464.18,70447.14,35217.88
2019-06-05,1459.59,2920.2,0.0,486.53,76346.47,38159.9
2019-06-06,1565.74,3131.95,0.0,521.91,79969.91,39978.95
2019-06-07,1453.22,2907.02,0.0,484.4,77991.91,38988.17
2019-06-08,1437.3,2874.99,0.0,479.1,76769.69,38379.64
2019-06-09,1538.14,3076.89,0.0,512.71,82150.19,41066.95
2019-06-10,1580.6,3161.73,0.0,526.86,87131.94,43558.67
2019-06-11,1327.96,2656.43,0.0,442.65,74824.34,37404.99
2019-06-12,1622.0,3244.54,0.0,540.66,91468.53,45726.66
2019-06-13,1401.21,2802.93,0.0,467.07,78909.95,39447.79
2019-06-14,1473.39,2947.44,0.0,491.13,79100.92,39541.6
2019-06-15,1647.48,3295.55,0.0,549.16,90676.51,45330.14
2019-06-16,1401.21,2803.01,0.0,467.07,77748.91,38866.27
2019-06-17,1560.43,3122.53,0.0,520.14,89985.32,44968.6
2019-06-18,1457.47,2915.63,0.0,485.82,82666.93,41323.68
2019-06-19,1574.23,3148.99,0.0,524.74,88636.54,44310.81
2019-06-20,1396.96,2794.47,0.0,465.65,79935.48,39959.87
2019-06-21,1383.16,2766.95,0.0,461.05,80706.58,40344.1
2019-06-22,1555.13,3110.92,0.0,518.37,93161.43,46570.83
2019-06-23,1642.17,3285.01,0.0,547.39,108752.0,54364.91
2019-06-24,1475.51,2951.8,0.0,491.83,93980.6,46977.89
2019-06-25,1412.85,2826.22,0.0,470.93,89887.81,44935.64
2019-06-26,1379.97,2760.8,0.0,459.99,94408.34,47189.47
2019-06-27,1716.3,3433.34,0.0,572.1,106693.84,53335.42
2019-06-28,1327.42,2655.25,0.0,442.47,89604.88,44795.52
2019-06-29,1597.53,3195.67,0.0,532.51,112216.79,56097.68
2019-06-30,1444.09,2888.76,0.0,481.36,87927.73,43955.04
2019-07-01,1568.11,3136.71,0.0,522.7,92305.72,46145.65
2019-07-02,1381.03,2762.68,0.0,460.34,80031.34,40006.69
2019-07-03,1460.9,2922.43,0.0,486.96,93408.07,46693.97
2019-07-04,1597.53,3195.99,0.0,532.51,98014.15,48992.81
2019-07-05,1189.74,2379.78,0.0,396.58,70717.7,35354.39
2019-07-06,1619.61,3239.54,0.0,539.87,98029.27,49009.8
2019-07-07,1634.32,3268.97,0.0,544.77,103600.89,51795.22
2019-07-08,1486.13,2972.79,0.0,495.37,96537.04,48259.91
2019-07-09,1426.22,2852.86,0.0,475.4,95396.41,47691.18
2019-07-10,1412.56,2825.59,0.0,470.85,91752.33,45868.53
2019-07-11,1680.56,3361.53,0.0,560.18,100502.5,50245.12
2019-07-12,1407.3,2814.97,0.0,469.1,88565.65,44277.0
2019-07-13,1556.55,3113.36,0.0,518.85,95908.84,47950.42
2019-07-14,1476.67,2953.7,0.0,492.22,83464.9,41727.36
2019-07-15,1423.07,2846.51,0.0,474.35,85344.51,42666.71
2019-07-16,1492.43,2985.33,0.0,497.47,78107.39,39047.55
2019-07-17,1510.64,3021.57,0.0,503.53,84025.23,42008.58
2019-07-18,1550.5,3101.43,0.0,516.83,90846.18,45416.79
2019-07-19,1457.89,2917.49,0.0,485.96,83904.9,41927.86
2019-07-20,1399.61,2799.56,0.0,466.53,83280.62,41635.26
2019-07-21,1558.82,3117.97,0.0,519.6,92250.3,46120.27
2019-07-22,1497.43,2995.18,0.0,499.14,86362.21,43176.49
2019-07-23,1579.64,3159.67,0.0,526.54,87608.0,43798.59
2019-07-24,1412.1,2824.79,0.0,470.7,77029.38,38506.64
2019-07-25,1364.23,2728.8,0.0,454.74,73570.4,36780.62
2019-07-26,1370.47,2741.25,0.0,456.82,72749.69,36370.73
2019-07-27,1695.14,3390.66,0.0,565.04,86049.09,43019.72
2019-07-28,1455.8,2911.93,0.0,485.26,74998.51,37495.0
2019-07-29,1413.14,2826.58,0.0,471.04,72152.36,36072.35
2019-07-30,1424.59,2850.21,0.0,474.86,71942.65,35958.33
2019-07-31,1514.08,3028.54,0.0,504.69,81302.99,40646.39
2019-08-01,1361.11,2722.56,0.0,453.7,75364.96,37677.77
2019-08-02,1636.87,3274.25,0.0,545.62,92160.67,46073.16
2019-08-03,1498.47,2997.28,0.0,499.49,84152.25,42071.35
2019-08-04,1353.82,2707.92,0.0,451.27,77071.5,38531.77
2019-08-05,1631.67,3263.78,0.0,543.89,100611.3,50298.87
2019-08-06,1416.26,2833.11,0.0,472.08,87514.66,43748.22
2019-08-07,1328.48,2657.32,0.0,442.81,79920.1,39954.64
2019-08-08,1536.18,3072.98,0.0,512.06,84961.92,42472.39
2019-08-09,1395.03,2790.49,0.0,465.01,75306.87,37647.63
2019-08-10,1482.6,2965.6,0.0,494.2,79823.73,39906.48
2019-08-11,1435.21,2870.87,0.0,478.4,80034.6,40011.03
2019-08-12,1468.18,2936.72,0.0,489.39,80670.61,40330.36
2019-08-13,1489.81,2980.07,0.0,496.6,77921.05,38954.64
2019-08-14,1504.24,3008.94,0.0,501.41,74524.43,37256.52
2019-08-15,1547.51,3095.74,0.0,515.83,78175.44,39078.63
2019-08-16,1549.57,3099.6,0.0,516.52,78811.21,39399.76
2019-08-17,1386.78,2774.06,0.0,462.26,70208.86,35098.1
2019-08-18,1470.24,2940.75,0.0,490.08,75662.83,37827.94
2019-08-19,1397.09,2794.5,0.0,465.69,74619.02,37305.24
2019-08-20,1545.45,3091.31,0.0,515.15,81743.66,40866.41
2019-08-21,1331.15,2662.63,0.0,443.71,66057.85,33024.83
2019-08-22,1470.24,2940.86,0.0,490.08,74313.33,37151.87
2019-08-23,1629.94,3260.27,0.0,543.31,82132.48,41061.33
2019-08-24,1477.45,2955.37,0.0,492.48,72809.49,36398.96
2019-08-25,1510.42,3021.19,0.0,503.47,74104.18,37047.8
2019-08-26,1308.48,2617.26,0.0,436.16,65185.42,32588.97
2019-08-27,1378.54,2758.87,0.0,459.51,66656.27,33306.51
2019-08-28,1621.51,3243.37,0.0,540.48,74591.5,37291.73
2019-08-29,1461.8,2924.51,0.0,487.26,66048.49,33013.97
2019-08-30,1366.93,2734.71,0.0,455.64,62721.44,31350.97
2019-08-31,1566.87,3134.26,0.0,522.29,71675.74,35831.92
2019-09-01,1445.48,2891.6,0.0,481.82,69337.51,34661.08
2019-09-02,1443.44,2887.38,0.0,481.14,71853.62,35920.59
2019-09-03,1376.11,2752.89,0.0,458.7,70395.37,35189.12
2019-09-04,1562.79,3126.19,0.0,520.93,77612.19,38798.52
2019-09-05,1269.0,2538.49,0.0,423.0,62584.79,31286.36
2019-09-06,1537.29,3075.23,0.0,512.43,73986.47,36985.42
2019-09-07,1467.92,2936.44,0.0,489.3,72317.55,36151.39
2019-09-08,1418.96,2838.57,0.0,472.98,70932.08,35457.92
2019-09-09,1447.52,2895.69,0.0,482.5,70068.93,35026.6
2019-09-10,1541.37,3083.37,0.0,513.79,70206.88,35096.27
2019-09-11,1379.17,2758.93,0.0,459.72,61960.69,30973.72
2019-09-12,1388.35,2777.26,0.0,462.78,65098.28,32542.58
2019-09-13,1419.98,2840.62,0.0,473.32,65871.38,32928.04
2019-09-14,1583.19,3166.82,0.0,527.73,73070.15,36530.0
2019-09-15,1448.54,2897.37,0.0,482.84,65637.44,32815.43
2019-09-16,1433.24,2867.14,0.0,477.74,62780.54,31383.04
2019-09-17,1511.79,3024.08,0.0,503.93,67397.29,33693.07
2019-09-18,1359.79,2720.08,0.0,453.26,63019.87,31504.14
2019-09-19,1511.41,3023.91,0.0,503.78,71019.86,35497.13
2019-09-20,1259.47,2519.61,0.0,419.82,58274.27,29129.39
2019-09-21,1623.07,3246.71,0.0,541.02,72462.38,36224.83
2019-09-22,1448.34,2897.21,0.0,482.78,64288.19,32138.22
2019-09-23,1270.58,2541.79,0.0,423.52,52231.84,26109.45
2019-09-24,1535.2,3071.09,0.0,511.73,54409.68,27198.73
2019-09-25,1387.74,2776.04,0.0,462.58,47841.67,23916.01
2019-09-26,1402.89,2806.79,0.0,467.63,47140.09,23561.56
2019-09-27,1369.56,2739.81,0.0,456.52,47641.67,23814.83
2019-09-28,1482.68,2965.97,0.0,494.22,53307.34,26648.19
2019-09-29,1587.72,3176.02,0.0,529.24,55853.17,27921.48
2019-09-30,1203.92,2408.49,0.0,401.3,41848.48,20918.59
2019-10-01,1634.18,3269.06,0.0,544.72,56884.28,28436.05
2019-10-02,1295.83,2593.62,0.0,431.94,44772.07,22369.12
2019-10-03,1563.48,3127.57,0.0,521.16,52937.69,26463.68
2019-10-04,1434.2,2868.99,0.0,478.06,48394.6,24192.32
2019-10-05,1432.18,2865.21,0.0,477.39,49475.37,24730.35
2019-10-06,1295.83,2592.23,0.0,431.94,43364.32,21677.39
2019-10-07,1575.6,3151.93,0.0,525.2,54406.6,27197.0
2019-10-08,1372.59,2745.76,0.0,457.53,46606.41,23298.28
2019-10-09,1327.14,2654.99,0.0,442.38,45547.79,22767.81
2019-10-10,1418.4,2837.29,0.0,472.78,47731.39,23861.58
2019-10-11,1428.0,2856.69,0.0,476.0,46195.99,23092.41
2019-10-12,1478.0,2956.58,0.0,492.66,47575.03,23782.85
2019-10-13,1465.0,2930.68,0.0,488.33,47219.48,23604.26
2019-10-14,1383.0,2766.6,0.0,461.0,44637.73,22314.03
2019-10-15,1412.0,2826.87,0.0,470.66,43929.36,21942.38
2019-10-16,1488.0,2976.84,0.0,496.0,44240.58,22114.05
2019-10-17,1172.0,2344.56,0.0,390.66,33710.12,16851.04
2019-10-18,1270.0,2540.62,0.0,423.33,36683.38,18337.21
2019-10-19,1554.0,3108.46,0.0,518.0,44142.95,22068.21
2019-10-20,1359.0,2718.72,0.0,453.0,39867.59,19928.51
2019-10-21,1319.0,2638.86,0.0,439.66,38297.04,19142.28
2019-10-22,1466.0,2932.72,0.0,488.66,40598.85,20294.44
2019-10-23,1496.0,2992.57,0.0,498.66,38994.69,19493.63
2019-10-24,1355.0,2710.61,0.0,451.66,35081.9,17537.0
2019-10-25,1373.0,2746.62,0.0,457.66,39600.22,19795.64
2019-10-26,1421.0,2842.74,0.0,473.66,41867.23,20928.16
2019-10-27,1382.0,2764.74,0.0,460.66,42603.45,21296.02
2019-10-28,1589.0,3178.71,0.0,529.66,48708.96,24349.04
2019-10-29,1441.0,2882.76,0.0,480.33,45262.24,22625.15
2019-10-30,1312.0,2624.42,0.0,437.33,41266.75,20630.07
2019-10-31,1562.09,3125.54,0.0,520.68,49202.49,24590.54
2019-11-01,1327.72,2656.66,0.0,442.57,47469.87,23724.03
2019-11-02,1396.04,2793.06,0.0,465.34,53325.37,26653.33
2019-11-03,1484.16,2969.58,0.0,494.72,64915.05,32443.75
2019-11-04,1333.66,2668.42,0.0,444.55,56170.14,28073.49
2019-11-05,1465.35,2931.85,0.0,488.45,57819.52,28898.42
2019-11-06,1335.64,2672.24,0.0,445.21,50216.34,25099.15
2019-11-07,1346.53,2695.07,0.0,448.84,55462.47,27710.55
2019-11-08,1518.81,3038.7,0.0,506.27,61320.85,30649.53
2019-11-09,1418.81,2838.4,0.0,472.93,56817.18,28400.78
2019-11-10,1372.28,2745.36,0.0,457.42,57239.74,28611.53
2019-11-11,1447.52,2896.19,0.0,482.5,61758.99,30867.23
2019-11-12,1338.61,2678.85,0.0,446.2,61504.07,30733.32
2019-11-13,1452.47,2905.79,0.0,484.15,63723.98,31852.67
2019-11-14,1433.66,2868.27,0.0,477.88,62840.69,31409.94
2019-11-15,1371.29,2744.25,0.0,457.09,66361.48,33160.55
2019-11-16,1521.78,3045.05,0.0,507.26,70521.02,35243.25
2019-11-17,1216.83,2434.73,0.0,405.61,56040.4,28007.89
2019-11-18,1414.85,2834.05,0.0,471.61,63088.39,31495.78
2019-11-19,1559.41,3119.94,0.0,519.8,63839.09,31908.09
2019-11-20,1293.07,2587.24,0.0,431.02,51502.69,25740.4
2019-11-21,1577.23,3155.87,0.0,525.74,58449.61,29211.75
2019-11-22,1407.89,2817.04,0.0,469.28,49824.82,24901.27
2019-11-23,1339.08,2679.28,0.0,446.36,50568.26,25273.56
2019-11-24,1488.09,2977.26,0.0,496.03,51023.68,25502.59
2019-11-25,1321.44,2643.99,0.0,440.48,46246.44,23113.51
2019-11-26,1327.32,2655.57,0.0,442.44,47499.7,23741.53
2019-11-27,1442.01,2885.63,0.0,480.67,52821.55,26396.04
2019-11-28,1323.4,2647.97,0.0,441.13,47968.95,23973.88
2019-11-29,1315.56,2632.02,0.0,438.52,51630.08,25806.21
2019-11-30,1309.67,2620.42,0.0,436.55,51353.67,25666.25
2019-12-01,1487.11,2975.11,0.0,495.7,57624.95,28803.86
2019-12-02,1427.31,2855.26,0.0,475.77,56779.42,28383.34
2019-12-03,1248.9,2498.94,0.0,416.3,46070.68,23024.83
2019-12-04,1472.4,2946.34,0.0,490.8,55620.07,27795.5
2019-12-05,1425.35,2851.81,0.0,475.11,56592.13,28285.05
2019-12-06,1434.17,2869.58,0.0,478.05,59143.04,29558.74
2019-12-07,1401.82,2804.72,0.0,467.27,58793.38,29385.37
2019-12-08,1465.54,2932.13,0.0,488.51,60529.22,30253.77
2019-12-09,1272.42,2545.78,0.0,424.14,50075.22,25028.37
2019-12-10,1359.67,2720.21,0.0,453.22,53798.53,26890.66
2019-12-11,1481.23,2963.32,0.0,493.74,59215.99,29599.4
2019-12-12,1322.42,2645.72,0.0,440.8,51508.39,25745.63
2019-12-13,1336.45,2673.9,0.0,445.46,52185.04,26082.76
2019-12-14,1477.24,2955.47,0.0,492.41,57491.59,28736.17
2019-12-15,1304.47,2609.59,0.0,434.82,53886.39,26936.48
2019-12-16,1275.35,2552.0,0.0,425.11,46305.85,23141.13
2019-12-17,1316.12,2633.83,0.0,438.7,43746.21,21859.9
2019-12-18,1478.21,2959.92,0.0,492.73,50329.39,25134.94
2019-12-19,1425.8,2852.8,0.0,475.26,49238.2,24608.74
2019-12-20,1136.56,2274.3,0.0,378.85,40570.58,20274.76
2019-12-21,1481.12,2963.31,0.0,493.7,52255.68,26118.41
2019-12-22,1256.91,2514.45,0.0,418.97,44696.14,22342.47
2019-12-23,1528.68,3058.57,0.0,509.56,51513.09,25746.35
2019-12-24,1393.77,2788.49,0.0,464.59,47109.44,23546.69
2019-12-25,1421.91,2844.6,0.0,473.97,46457.47,23222.37
2019-12-26,1359.8,2720.39,0.0,453.26,45714.01,22850.37
2019-12-27,1307.38,2615.75,0.0,435.79,44007.91,21995.63
2019-12-28,1408.33,2817.62,0.0,469.44,46639.28,23311.69
2019-12-29,1395.71,2792.38,0.0,465.23,46108.94,23046.55
2019-12-30,1378.24,2757.54,0.0,459.41,45212.96,22597.79
2019-12-31,1472.38,2945.62,0.0,490.79,49433.94,24709.76
2020-01-01,1384.06,2769.02,0.0,461.35,46676.76,23330.79
2020-01-02,1288.94,2578.78,0.0,429.64,42061.11,21023.22
2020-01-03,1383.09,2767.24,0.0,461.03,47727.78,23854.75
2020-01-04,1317.06,2634.99,0.0,439.0,45762.55,22873.72
2020-01-05,1491.44,2983.97,0.0,497.14,52642.37,26311.57
2020-01-06,1272.34,2545.73,0.0,424.11,47560.71,23770.55
2020-01-07,1460.69,2922.23,0.0,486.89,50350.46,25167.91
2020-01-08,1317.5,2635.92,0.0,439.16,44488.67,22236.57
2020-01-09,1421.29,2843.37,0.0,473.76,46415.39,23201.25
2020-01-10,1283.87,2568.71,0.0,427.95,42566.59,21275.26
2020-01-11,1346.33,2693.75,0.0,448.77,45227.21,22604.46
2020-01-12,1470.3,2941.29,0.0,490.1,49978.17,24983.22
2020-01-13,1292.52,2585.75,0.0,430.84,41914.71,20951.6
2020-01-14,1254.08,2509.21,0.0,418.02,44440.58,22210.99
2020-01-15,1343.45,2687.73,0.0,447.81,50561.4,25272.89
2020-01-16,1397.26,2798.88,0.0,465.75,57373.59,28642.11
2020-01-17,1338.64,2678.57,0.0,446.21,55009.45,27491.48
2020-01-18,1354.98,2710.97,0.0,451.66,54206.32,27093.06
2020-01-19,1472.22,2945.55,0.0,490.74,56070.43,28024.65
2020-01-20,1241.59,2484.22,0.0,413.86,47183.19,23581.72
2020-01-21,1378.04,2756.99,0.0,459.34,53066.87,26524.68
2020-01-22,1516.43,3033.57,0.0,505.47,56962.21,28474.44
2020-01-23,1162.78,2326.09,0.0,387.59,40453.13,20221.96
2020-01-24,1435.7,2872.54,0.0,478.56,50456.43,25218.2
2020-01-25,1265.48,2531.68,0.0,421.81,44249.57,22118.49
2020-01-26,1424.34,2849.65,0.0,474.78,51258.5,25620.52
2020-01-27,1410.07,2821.14,0.0,470.02,52270.32,26125.89
2020-01-28,1245.47,2491.88,0.0,415.15,47365.82,23673.97
2020-01-29,1195.99,2392.97,0.0,398.66,45599.5,22790.32
2020-01-30,1447.18,2895.59,0.0,482.39,56366.88,28171.47
2020-01-31,1390.09,2781.09,0.0,463.36,52203.68,26093.3
2020-02-01,1397.7,2796.37,0.0,465.9,52717.99,26349.85
2020-02-02,1147.47,2295.82,0.0,382.49,44117.13,22050.11
2020-02-03,1438.62,2878.26,0.0,479.54,56146.49,28063.3
2020-02-04,1395.8,2792.76,0.0,465.26,54431.39,27204.39
2020-02-05,1346.32,2693.97,0.0,448.77,55027.62,27500.23
2020-02-06,1346.32,2693.62,0.0,448.77,57163.21,28571.2
2020-02-07,1123.68,2249.02,0.0,374.56,48636.1,24300.1
2020-02-08,1538.52,3078.49,0.0,512.84,64449.19,32209.42
2020-02-09,1479.53,2960.55,0.0,493.17,64524.24,32245.88
2020-02-10,1306.36,2613.99,0.0,435.45,55354.87,27663.99
2020-02-11,1210.26,2421.99,0.0,403.42,52765.86,26366.92
2020-02-12,1385.33,2774.16,0.0,461.77,62791.97,31356.38
2020-02-13,1360.59,2722.79,0.0,453.53,67063.85,33512.1
2020-02-14,1224.53,2450.36,0.0,408.17,58207.87,29088.49
2020-02-15,1367.16,2735.31,0.0,455.7,58607.11,29292.95
2020-02-16,1450.75,2902.86,0.0,483.58,61502.86,30737.02
2020-02-17,1393.28,2787.76,0.0,464.42,55727.17,27851.59
2020-02-18,1228.43,2458.1,0.0,409.47,52098.32,26036.02
2020-02-19,1365.02,2730.83,0.0,455.0,52841.97,26413.34
2020-02-20,1239.73,2479.99,0.0,413.24,50474.77,25231.99
2020-02-21,1419.66,2840.24,0.0,473.22,56972.86,28477.2
2020-02-22,1363.14,2727.72,0.0,454.38,56825.92,28397.96
2020-02-23,1414.95,2831.89,0.0,471.65,61931.34,30943.91
2020-02-24,1188.86,2379.42,0.0,396.28,51242.86,25603.13
2020-02-25,1308.5,2618.58,0.0,436.16,52557.36,26262.82
2020-02-26,1324.51,2650.91,0.0,441.5,49112.37,24538.68
2020-02-27,1546.84,3094.67,0.0,515.61,55523.39,27752.81
2020-02-28,1259.51,2520.46,0.0,419.83,43554.77,21764.94
2020-02-29,1282.12,2565.58,0.0,427.37,44711.39,22344.02
2020-03-01,1322.63,2646.36,0.0,440.87,45404.23,22692.68
2020-03-02,1284.01,2569.19,0.0,428.0,46908.72,23443.68
2020-03-03,1253.86,2508.87,0.0,417.95,46339.23,23158.99
2020-03-04,1486.55,2974.38,0.0,495.51,56906.43,28440.97
2020-03-05,1251.98,2505.07,0.0,417.32,47707.83,23843.34
2020-03-06,1351.83,2704.55,0.0,450.61,51078.12,25530.65
2020-03-07,1588.29,3177.6,0.0,529.43,58916.98,29449.03
2020-03-08,1300.66,2602.43,0.0,433.53,42956.19,21468.94
2020-03-09,1380.42,2762.72,0.0,460.14,43165.79,21568.21
2020-03-10,1203.2,2407.63,0.0,401.06,39530.99,19755.4
2020-03-11,1377.62,2756.46,0.0,459.2,43787.36,21883.99
2020-03-12,1275.02,2551.24,0.0,425.0,24761.08,12374.72
2020-03-13,1197.61,2396.41,0.0,399.2,25761.62,12874.41
2020-03-14,1476.49,2954.35,0.0,492.16,31497.54,15741.46
2020-03-15,1287.15,2575.4,0.0,429.05,28622.92,14305.35
2020-03-16,1231.19,2466.45,0.0,410.39,22912.65,11437.42
2020-03-17,1339.38,2680.0,0.0,446.46,26090.87,13039.4
2020-03-18,1375.76,2752.73,0.0,458.58,27519.73,13753.82
2020-03-19,1353.37,2708.34,0.0,451.12,31951.27,15966.2
2020-03-20,1121.13,2243.75,0.0,373.71,24908.44,12445.95
2020-03-21,1407.47,2816.19,0.0,469.15,30424.66,15205.58
2020-03-22,1380.42,2762.92,0.0,460.14,31558.06,15767.15
2020-03-23,1249.84,2501.19,0.0,416.61,29460.57,14721.39
2020-03-24,1470.9,2942.66,0.0,490.3,34614.37,17302.13
2020-03-25,1192.01,2385.23,0.0,397.33,28660.53,14322.99
2020-03-26,1199.47,2400.32,0.0,399.82,28219.87,14101.82
2020-03-27,1427.06,2855.38,0.0,475.68,32627.44,16306.52
2020-03-28,1361.77,2724.64,0.0,453.92,29726.77,14857.38
2020-03-29,1209.78,2420.65,0.0,403.24,24572.11,12280.52
2020-03-30,1171.9,2344.87,0.0,390.63,25988.2,12988.17
2020-03-31,1382.45,2766.1,0.0,460.81,31793.44,15889.82
2020-04-01,1308.57,2618.44,0.0,436.19,30201.85,15093.43
2020-04-02,1387.07,2775.35,0.0,462.35,32686.64,16336.2
2020-04-03,1116.49,2234.06,0.0,372.16,26109.91,13048.64
2020-04-04,1531.13,3063.8,0.0,510.37,36656.55,18319.06
2020-04-05,1315.04,2631.3,0.0,438.34,30921.51,15453.58
2020-04-06,1320.58,2642.53,0.0,440.19,33585.51,16784.05
2020-04-07,1198.68,2398.67,0.0,399.56,29681.38,14832.59
2020-04-08,1208.84,2418.64,0.0,402.94,31000.63,15494.16
2020-04-09,1400.92,2803.16,0.0,466.97,35878.45,17930.78
2020-04-10,1414.78,2830.87,0.0,471.59,33895.32,16939.82
2020-04-11,1256.86,2514.88,0.0,418.95,30277.99,15132.01
2020-04-12,1267.94,2536.77,0.0,422.64,30745.16,15367.19
2020-04-13,1272.56,2546.58,0.0,424.18,30698.54,15340.47
2020-04-14,1435.09,2871.4,0.0,478.36,34780.3,17382.76
2020-04-15,1243.01,2487.1,0.0,414.33,29062.07,14524.73
2020-04-16,1118.34,2241.17,0.0,372.78,28161.01,14052.29
2020-04-17,1486.81,2974.8,0.0,495.6,37024.74,18505.03
2020-04-18,1277.18,2555.39,0.0,425.72,32760.15,16373.47
2020-04-19,1263.32,2527.86,0.0,421.1,31714.08,15849.39
2020-04-20,1245.05,2491.42,0.0,415.0,30071.65,15027.86
2020-04-21,1364.19,2729.49,0.0,454.73,32264.5,16125.69
2020-04-22,1321.22,2643.69,0.0,440.4,32276.3,16130.52
2020-04-23,1391.62,2784.47,0.0,463.87,34919.99,17452.28
2020-04-24,1177.67,2356.43,0.0,392.55,29378.48,14682.44
2020-04-25,1309.33,2619.82,0.0,436.44,33687.79,16836.44
2020-04-26,1320.31,2641.81,0.0,440.1,34884.89,17434.59
2020-04-27,1346.82,2694.81,0.0,448.94,35396.52,17690.57
2020-04-28,1117.32,2235.78,0.0,372.44,29513.2,14749.08
2020-04-29,1588.21,3177.8,0.0,529.4,44436.86,22208.78
2020-04-30,1163.04,2327.15,0.0,387.68,30931.29,15458.53
2020-05-01,1328.53,2658.36,0.0,442.84,38384.21,19182.72
2020-05-02,1305.68,2612.67,0.0,435.22,37916.59,18948.79
2020-05-03,1295.62,2592.5,0.0,431.87,37753.91,18867.78
2020-05-04,1233.44,2468.67,0.0,411.14,36208.01,18090.88
2020-05-05,1298.36,2597.88,0.0,432.78,38433.37,19208.1
2020-05-06,1359.62,2720.18,0.0,453.2,41398.67,20692.18
2020-05-07,1315.73,2632.8,0.0,438.57,40488.66,20234.03
2020-05-08,1388.88,2779.14,0.0,462.96,41056.5,20518.06
2020-05-09,1261.79,2525.07,0.0,420.59,36847.72,18412.99
2020-05-10,1247.16,2495.6,0.0,415.72,32527.1,16255.21
2020-05-11,1277.3,2555.91,0.0,425.75,32802.63,16392.91
2020-05-12,1148.81,2298.68,0.0,382.93,30112.53,15049.32
2020-05-13,1513.64,3028.46,0.0,504.54,40767.06,20375.59
2020-05-14,1381.47,2764.24,0.0,460.49,38316.38,19149.18
2020-05-15,1191.36,2383.45,0.0,397.12,31518.15,15754.25
2020-05-16,1147.9,2296.8,0.0,382.63,31892.36,15939.24
2020-05-17,1372.41,2746.31,0.0,457.47,39544.49,19761.52
2020-05-18,1246.58,2494.46,0.0,415.52,35252.01,17616.82
2020-05-19,1056.47,2117.17,0.0,352.15,29735.42,14838.01
2020-05-20,1378.75,2758.33,0.0,459.58,37678.78,18833.72
2020-05-21,1542.61,3086.93,0.0,514.2,40601.49,20289.5
2020-05-22,1185.02,2371.55,0.0,395.0,33478.54,16728.61
2020-05-23,1361.55,2724.69,0.0,453.85,38053.94,19015.87
2020-05-24,1281.88,2565.28,0.0,427.29,34422.72,17201.16
2020-05-25,1318.1,2637.76,0.0,439.36,37568.02,18772.9
2020-05-26,1203.12,2407.23,0.0,401.04,34793.7,17389.7
2020-05-27,1395.05,2791.29,0.0,465.01,40053.94,20018.43
2020-05-28,1346.16,2693.37,0.0,448.72,38933.6,19459.21
2020-05-29,1114.41,2230.5,0.0,371.47,32485.91,16230.72
2020-05-30,1195.88,2392.72,0.0,398.62,35571.63,17778.68
2020-05-31,1457.51,2917.15,0.0,485.83,42743.29,21356.04
2020-06-01,1276.6,2554.99,0.0,425.51,40695.22,20333.35
2020-06-02,1224.38,2451.18,0.0,408.12,40703.34,20331.58
2020-06-03,1307.73,2617.75,0.0,435.91,43368.39,21665.23
2020-06-04,1385.72,2773.35,0.0,461.9,51402.95,25683.77
2020-06-05,982.37,1966.11,0.0,327.45,34052.69,17014.48
2020-06-06,1556.91,3115.18,0.0,518.97,54085.94,27031.17
2020-06-07,1318.49,2638.32,0.0,439.49,45319.17,22648.08
2020-06-08,1080.07,2161.2,0.0,360.02,37949.56,18965.47
2020-06-09,1137.43,2275.93,0.0,379.14,39742.05,19861.68
2020-06-10,1245.89,2492.61,0.0,415.29,43377.72,21681.64
2020-06-11,1326.56,2654.25,0.0,442.18,42046.44,21014.27
2020-06-12,1195.69,2392.65,0.0,398.56,41345.97,20662.01
2020-06-13,1285.33,2572.05,0.0,428.44,43467.19,21721.85
2020-06-14,1258.44,2518.1,0.0,419.48,40404.13,20192.28
2020-06-15,1192.11,2385.49,0.0,397.37,37582.53,18781.26
